
INPUT_TABLE
Variable ID
GLIMPSEPFStdTechUpBoundP2

region,policy-name,market,type,constraint-yr,constraint-val
Africa_Western,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Africa_Western,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Africa_Western,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Australia_NZ,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Australia_NZ,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Australia_NZ,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Australia_NZ,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Australia_NZ,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Australia_NZ,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Argentina,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Argentina,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Argentina,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Argentina,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Argentina,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Argentina,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Brazil,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Brazil,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Brazil,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Brazil,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Brazil,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Brazil,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Canada,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Canada,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Canada,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Canada,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Canada,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Canada,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Central America and Caribbean,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Central America and Caribbean,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Central America and Caribbean,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Central America and Caribbean,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Central America and Caribbean,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Central America and Caribbean,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Central Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Central Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Central Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Central Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Central Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Central Asia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
China,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
China,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
China,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
China,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
China,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
China,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Colombia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Colombia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Colombia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Colombia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Colombia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Colombia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
EU-12,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
EU-12,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
EU-12,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
EU-12,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
EU-12,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
EU-12,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
EU-15,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
EU-15,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
EU-15,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
EU-15,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
EU-15,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
EU-15,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Ukraine,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Ukraine,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Ukraine,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Ukraine,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Ukraine,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Ukraine,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Europe_Non_EU,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Europe_Non_EU,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Europe_Non_EU,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Europe_Non_EU,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Europe_Non_EU,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Europe_Non_EU,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
European Free Trade Association,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
European Free Trade Association,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
European Free Trade Association,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
European Free Trade Association,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
European Free Trade Association,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
European Free Trade Association,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
India,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
India,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
India,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
India,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
India,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
India,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Indonesia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Indonesia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Indonesia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Indonesia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Indonesia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Indonesia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Japan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Japan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Japan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Japan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Japan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Japan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Mexico,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Mexico,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Mexico,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Mexico,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Mexico,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Mexico,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Middle East,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Middle East,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Middle East,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Middle East,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Middle East,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Middle East,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Pakistan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Pakistan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Pakistan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Pakistan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Pakistan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Pakistan,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
Russia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
Russia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
Russia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
Russia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
Russia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
Russia,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
South Africa,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
South Africa,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
South Africa,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
South Africa,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2040,16.4
South Africa,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2045,8.2
South Africa,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2050,0.0
South America_Northern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2025,41.0
South America_Northern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2030,32.8
South America_Northern,tchBnd_Up_Egu_Acr_Reg89920899072658907200090726609158463,tchBnd_Up_Egu_Acr_Reg_Mkt89920899072658907200090726609158463,tax,2035,24.6
